TripId,CustomerId,VehicleId,PaymentId,StartLatitudeTrip,StartLongitudeTrip,EndLatitudeTrip,EndLongitudeTrip,EstimateDistance,RequestTripTime,StartTripTime,EndTripTime,Amount,Status
784dd011-70c1-4100-9b8c-76665874c04c,6b31746c-f195-4f0d-ae2a-e86463e62586,03b76efd-af6b-4384-8a34-007723cdbdfc,,51.544886928016986,-0.18137171893746862,51.54129142381605,-0.12454569304287331,2.4622145130265785,2023-07-14 09:32:09,2023-07-14 09:33:09,2023-07-14 09:51:09,9.85,Canceled
3fca251e-59ee-485e-be50-f23bdbc5cf97,9302759c-3ca5-4e5c-9140-9550edd528a5,0195ec5a-4ee0-4d5c-b36f-a6c587e7b1e6,f8302f52-7e68-4efe-b5ea-a4e76f068597,51.503028066626925,-0.11695971606150715,51.53671245701299,-0.06809288955164453,3.140828123036939,2021-02-28 17:32:26,2021-02-28 17:33:26,2021-02-28 18:03:26,12.56,Completed
6bd22ee0-6adc-48af-8c97-5985727b55f7,310d52a2-620a-4d7f-920c-17b77c651f1d,017ea401-914e-4d96-b8c1-e96b8f43943f,,51.53113495851269,-0.1641223217866995,51.57335404781492,-0.12305361305216934,3.413498905556896,2022-12-30 07:55:57,2022-12-30 07:58:57,2022-12-30 08:28:57,13.65,Canceled
c4cbad59-95e4-4720-a4ee-f98908f9b168,e2835781-19c7-4209-b832-9345ca9a659a,484b08b5-bb19-4714-9dba-f4a884402dba,8a55d14c-d757-4894-bcd3-a08bdeb3afdf,51.4785534887615,-0.13720975211508074,51.53850817985628,-0.22346873693439,5.570198830269745,2022-10-13 04:51:14,2022-10-13 04:53:14,2022-10-13 05:48:14,16.71,Completed
f47a6fb8-b047-453d-a595-95a7ec77e557,20f7dab3-6b04-4758-aa3a-7ae7e5649133,e100c4b8-03cb-418e-93f3-23aff10f0dd3,6ce096ab-0a52-4be9-a729-3ad6a79c5212,51.56328196288843,-0.13445812464665358,51.54189290658853,-0.11865032630444172,1.628093380090929,2023-03-08 14:13:00,2023-03-08 14:15:00,2023-03-08 14:27:00,8.14,Completed
a95e9970-8a12-40ac-bbe7-70ca12968257,a8c7dbbc-51aa-48ea-b5f4-c904c7bea2aa,b9dff631-54f6-4c71-9415-c52244aed606,8fa3785a-7062-4e20-b83c-9e6e697cb8bf,51.456181717787985,-0.048075223535082784,51.54702120659973,-0.0886885171360485,6.519854649991825,2021-08-30 15:21:09,2021-08-30 15:23:09,2021-08-30 17:18:09,13.04,Completed
289a447b-94ec-4f11-9ba8-0053eb89c18e,3a679920-398a-41c2-af64-d5d8114dec7a,8182e094-4bfa-4f95-8718-f48fe10e58e5,53eb928d-cfb0-45fb-b4ae-f84dc0191485,51.486246512039926,-0.14462888946091304,51.4830251720703,-0.10657531109428117,1.6575291432959962,2022-08-19 04:14:21,2022-08-19 04:15:21,2022-08-19 04:23:21,8.29,Completed
3f4771b5-71b2-4faf-939a-43ae4b308459,6da82b4f-d14e-443d-b0aa-6d36a177f3f9,a23278be-9722-4702-a7d2-3842368d6205,448e5579-003e-4cca-8b20-91323a31e76e,51.53575341879237,-0.2043377705356778,51.51361445214609,-0.16922803206382148,2.1529132854292627,2022-01-01 09:54:17,2022-01-01 09:57:17,2022-01-01 10:27:17,8.61,Completed
65315bb1-1608-4817-b539-dddaa06d155a,4528ac86-6906-418b-acac-70890842ec75,9c142b26-f729-4c1f-86be-7fa00f29fcdc,23106dd2-8a2e-450c-ba32-b51ab0a36256,51.41430766830396,-0.13895092471465675,51.428589432097986,-0.17888593070980757,1.9885132638359013,2023-10-13 08:40:48,2023-10-13 08:42:48,,9.94,Started
3c78385e-655d-4944-abe8-d129a93bd4fa,92368ecc-3248-4c59-8052-dcef317a87cf,538fda2a-bd50-4b96-9f33-a6c84394e7d7,5b586ad4-7c4c-4184-9c49-c8f48cae3cfe,51.51386203598759,-0.1255443589811212,51.581527548808836,-0.20793506795275407,5.8732201118491,2020-01-15 16:37:34,2020-01-15 16:39:34,2020-01-15 17:19:34,17.62,Completed
386ae15a-9d8c-48ca-a487-2a093b90bdb4,c9ce3535-1cb0-416e-a73f-ed6d685a1a43,262b8164-7d91-4066-bff7-b8a8fcf4fcc0,2ca90b52-bf57-4472-b052-b5f794b73993,51.55109122060938,-0.11048267090628583,51.48481375852704,-0.19496526472735753,5.854209465045109,2023-09-18 16:43:22,2023-09-18 16:45:22,2023-09-18 17:23:22,17.56,Completed
d4a252df-ef9f-4ddb-a413-40abb2308fac,3eb8c137-9a76-4f33-ac0d-d2525db605b3,afe9ec90-8c2e-4126-8d8c-94f31cda8e03,6996424e-8948-498f-8255-c2fb94b959d7,51.40493355719449,-0.04462226969191671,51.471906667198375,-0.1906889552971294,7.8272316541589175,2023-03-20 16:03:58,2023-03-20 16:04:58,2023-03-20 17:54:58,15.65,Completed
d81339e9-47c4-480e-b39b-feafb5e2c655,cc4f522a-db07-4971-88d8-9bbf5d1b8088,717cdc69-eea7-4ed2-b27c-4eeed63132bd,662ae62f-ca68-4c80-972d-b1a0bbe55a5c,51.429603311740486,-0.19880323405820086,51.5242894537881,-0.14511411850933392,6.9440802619270965,2023-07-30 18:34:14,2023-07-30 18:35:14,2023-07-30 20:10:14,13.89,Completed
49b45cf5-8b4a-4557-8956-e64c936242ed,20f7dab3-6b04-4758-aa3a-7ae7e5649133,33a2086c-16f6-4fea-bb3c-bbed12c70c7b,,51.53227452390771,-0.1296395780031855,51.50009848107099,-0.10312536445863152,2.501184879705797,2023-03-25 17:42:05,2023-03-25 17:44:05,2023-03-25 18:14:05,10.00,Canceled
a0a22b4d-99a4-4a0e-aeeb-2deff0c94beb,f0616cce-1d89-43cc-a9a6-0dfc9d5f88c3,b2eb9ccf-0604-488d-830e-68402e8da2f9,,51.54322768976515,-0.23964340590026492,51.52382258971082,-0.10796251446432462,5.833978580202075,2023-08-21 19:31:16,2023-08-21 19:33:16,2023-08-21 20:13:16,17.50,Canceled
bef77ac7-9f88-4035-8550-3b2ab2023717,b82aa864-9109-4bb4-9580-bb36735e1730,f05946df-bc1c-4c44-8596-0c963b310a84,6e226836-066c-4368-b8cb-07d1708cef03,51.571280832782044,-0.10529969574369125,51.39383086338299,-0.16459133909922893,12.531631856121564,2023-09-06 03:41:21,2023-09-06 03:43:21,2023-09-06 05:33:21,25.06,Completed
49fdbd04-87f3-47b4-8cca-f8f32587b071,1b95bbdd-91eb-4746-941f-bc9337f8324f,ed53aa46-03eb-45de-8160-c9fbbee0f781,66822ac8-c04d-4d11-a39c-8876e62f4dac,51.51681159167791,-0.051297023449953655,51.43296021346497,-0.1502483173386081,7.200869546331927,2020-04-13 14:44:35,2020-04-13 14:47:35,2020-04-13 16:22:35,14.40,Completed
b6ad7086-25ef-444b-8f77-e18e68b633ae,f833a3f8-c6ab-412a-96be-e201c173500d,d2f69a84-6967-4192-8c04-21e076e5eb7b,834c16e1-a498-45e5-a4fc-7f83c9dbffad,51.510202638722504,-0.10144012060864432,51.44310567017669,-0.08921427828668418,4.66848747544984,2020-12-09 13:25:06,2020-12-09 13:28:06,2020-12-09 14:03:06,14.01,Completed
a2963df9-b723-4f85-a86d-8be6a93464f8,d1198088-b4f3-4638-85a2-22f3db39d79c,f73e45ab-9cf3-4a4a-98fc-e9e0e44386b5,6fb48b5f-bf20-4825-bdf8-17945d75a150,51.48487245331591,-0.15236336794735256,51.4076671261147,-0.232424795852353,6.359949898408599,2023-09-30 12:06:56,2023-09-30 12:08:56,2023-09-30 14:03:56,12.72,Completed
a13b0df6-c0ad-4c0f-ba02-4c660a5f2975,ef888b96-96a4-4bb7-98ca-819ee3dc406b,0b65d692-dff6-4bfa-98a1-4e8519319795,,51.557663912054416,-0.1805554351127716,51.465723977115054,-0.20133536102994248,6.4189397058246715,2023-08-16 03:18:36,2023-08-16 03:21:36,2023-08-16 05:11:36,12.84,Canceled
d906b964-dc40-4260-81b4-f3859e2169b1,071a2f7e-a9fd-4933-af8b-53eb5ebefde6,4d266b5c-0354-4e97-9c8d-bfe2ff6f0819,c5dffebe-b5e5-44a9-8f73-116edaf3c60b,51.56910876150716,-0.1203356206288356,51.457862486301835,-0.1794251026073943,8.102109411690433,2022-09-18 22:09:30,2022-09-18 22:10:30,2022-09-19 00:05:30,16.20,Completed
d20dc0f4-70e5-4cf5-b4ec-41614552a66f,cd24cb51-3927-4c8f-b0df-fcd5bef11f35,bc322fd3-74b3-4962-982c-27c9140348cb,38280eb2-d80d-42fb-bf42-efc9d7d20fb6,51.510917392723016,-0.14945044127787221,51.45789017865828,-0.07184429833315834,4.965818732130615,2023-10-13 09:49:16,2023-10-13 09:51:16,,14.90,Started
